EIN,NAME,COND,soi.year,DBA_NAME,GRP_RET_FOR_AFFLTS,GRP_EXMPT_NUM,ISSR_EIN_A,ISSR_EIN_B,ISSR_EIN_C,ISSR_EIN_D
061429341,COMMUNITY HEALTH NETWORK OF CONNECTICUT INC,NA,2012,NA,N,NA,NA,NA,NA,NA
061458708,DELOITTE  WELFARE BENEFIT TRUST,NA,2009,NA,N,NA,NA,NA,NA,NA
061458708,DELOITTE & TOUCHE WELFARE BENEFIT TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
061458708,DELOITTE WELFARE BENEFIT TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
061458708,DELOITTE WELFARE BENEFIT TRUST,NA,2011,NA,N,NA,NA,NA,NA,NA
061458708,DELOITTE WELFARE BENEFIT TRUST,NA,2012,NA,N,NA,NA,NA,NA,NA
061516259,ACTIVE UNION VEBA,NA,2008,NA,N,NA,NA,NA,NA,NA
061566509,MEMPHIS INDUSTRIAL PARK INVESTORS INC,NA,2008,NA,N,NA,NA,NA,NA,NA
061566509,MEMPHIS INDUSTRIAL PARK INVESTORS INC,NA,2009,NA,N,NA,NA,NA,NA,NA
061566509,MEMPIS INDUSTRIALPARK INVESTORS INC,NA,2010,NA,N,NA,NA,NA,NA,NA
061581382,THE NEW ENGLAND STATES GOVERNEMENT FINANCE OFFICERS ASSN INC,NA,2008,NA,N,NA,NA,NA,NA,NA
061581382,THE NEW ENGLAND STATES GOVERNEMENT FINANCE OFFICERS ASSN INC,NA,2009,NA,N,NA,NA,NA,NA,NA
061581382,THE NEW ENGLAND STATES GOVERNMENT FINANCE OFFICERS ASSN INC,NA,2010,NA,N,NA,NA,NA,NA,NA
061581382,THE NEW ENGLAND STATES GOVERNMENT FINANCE OFFICERS ASSOC INC,NA,2012,NA,N,NA,NA,NA,NA,NA
061581382,THE NEW ENGLAND STATES GOVERNMENT FINANCE OFFICERS ASSOCIATI,NA,2011,NA,N,NA,NA,NA,NA,NA
061591253,BULLS BRIDGE GOLF CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
061591253,BULLS BRIDGE GOLF CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
061614222,CHESHIRE RETIREMENT POLICE VEBA,NA,2008,NA,N,NA,NA,NA,NA,NA
061614222,CHESHIRE RETIREMENT POLICE VEBA,NA,2009,NA,N,NA,NA,NA,NA,NA
061614222,CHESHIRE RETIREMENT POLICE VEBA,NA,2010,NA,N,NA,NA,NA,NA,NA
061638811,INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION INC,NA,2012,NA,N,NA,NA,NA,NA,NA
061655599,CUMBERLAND VALLEY REGIONAL DEV CORP,NA,2008,NA,N,NA,NA,NA,NA,NA
061655599,CUMBERLAND VALLEY REGIONAL DEVELOPMENT CORP,NA,2010,NA,N,NA,NA,NA,NA,NA
061655599,CUMBERLAND VALLEY REGIONAL DEVELOPMENT CORP,NA,2011,NA,N,NA,NA,NA,NA,NA
061655599,CUMBERLAND VALLEY REGIONAL DEVELOPMENT CORP,NA,2012,NA,N,NA,NA,NA,NA,NA
061655599,CUMBERLAND VALLEY REGIONAL DEVELPOMENT CORP,NA,2009,NA,N,NA,NA,NA,NA,NA
061675629,LUCENT RETIREES ORGANIZATION INC,NA,2008,NA,N,NA,NA,NA,NA,NA
061784395,NORTHEAST POWER COORDINATING COUNCILINC,NA,2011,NA,N,NA,NA,NA,NA,NA
061784395,NORTHEAST POWER COORDINATING COUNCILINC,NA,2012,NA,N,NA,NA,NA,NA,NA
066041235,ARMY AVIATION ASSOCIATION OF AMERICA INC,NA,2009,NA,N,NA,NA,NA,NA,NA
066041235,ARMY AVIATION ASSOCIATION OF AMERICA INC,NA,2010,NA,N,NA,NA,NA,NA,NA
066041235,ARMY AVIATION ASSOCIATION OF AMERICA INC,NA,2011,NA,N,NA,NA,NA,NA,NA
066041235,ARMY AVIATION ASSOCIATION OF AMERICA INC,NA,2012,NA,N,NA,NA,NA,NA,NA
066065810,UNION AGRICULTURAL SOCIETY INC,NA,2010,NA,N,NA,NA,NA,NA,NA
066065810,UNION AGRICULTURAL SOCIETY INC,NA,2012,NA,N,NA,NA,NA,NA,NA
066065810,UNION AGRICULTURAL SOCIETY INC OF ENFIELD SOMERS ELLINGTON &,NA,2011,NA,N,NA,NA,NA,NA,NA
066068529,CIVITAN CLUB OF MERIDEN WALLINGFORD KERRY M MURPHY,NA,2008,NA,N,NA,NA,NA,NA,NA
066069081,AMALGAMATED WELFARE TRUST FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
066069081,AMALGAMATED WELFARE TRUST FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
066069081,AMALGAMATED WELFARE TRUST FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
066069081,AMALGAMATED WELFARE TRUST FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
066069081,AMALGAMATED WELFARE TRUST FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
066069249,HAMDEN FATHERS BASEBALL ASSOC INC,NA,2010,NA,N,NA,NA,NA,NA,NA
066069249,HAMDEN FATHERS BASEBALL ASSOC INC,NA,2011,NA,N,NA,NA,NA,NA,NA
066069249,HAMDEN FATHERS BASEBALL ASSOC INC,NA,2012,NA,N,NA,NA,NA,NA,NA
066069249,HAMDEN FATHERS BASEBALL ASSOCIATION INC,NA,2008,NA,N,NA,NA,NA,NA,NA
066069249,HAMDEN FATHERS BASEBALL ASSOCIATION INC,NA,2009,NA,N,NA,NA,NA,NA,NA
066070026,MADISON HOSE CO 1 INC,NA,2012,NA,N,NA,NA,NA,NA,NA
066070026,MADISON HOSE CO 1 INC P O BOX 573,NA,2008,NA,N,NA,NA,NA,NA,NA
066070026,MADISON HOSE CO 1 INC P O BOX 573,NA,2009,NA,N,NA,NA,NA,NA,NA
066070026,MADISON HOSE CO 1 INC P O BOX 573,NA,2010,NA,N,NA,NA,NA,NA,NA
066070026,MADISON HOSE CO 1 INC P O BOX 573,NA,2011,NA,N,NA,NA,NA,NA,NA
066078910,IRON WORKERS LO NOS 15 & 424 EXT BEN FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
066078910,IRON WORKERS LO NOS 15 & 424 EXT BEN FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
066078910,IRON WORKERS LO NOS 15 & 424 EXT BEN FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
066078910,IRON WORKERS LOC NO 15 & 424 EXT BEN FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
066078910,IRON WORKERS LOC NO 15 & 424 EXT BEN FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
066103653,SOUTH WINDSOR ROTARY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
066255522,HARRIS CORP EMPLOYEE BENEFIT TRUST,NA,2008,NA,N,NA,NA,NA,NA,NA
066255522,HARRIS CORP EMPLOYEE BENEFIT TRUST,NA,2009,NA,N,NA,NA,NA,NA,NA
066255522,HARRIS CORPORATION EMPLOYEE BENEFIT TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
066255522,HARRIS CORPORATION EMPLOYEE BENEFIT TRUST,NA,2011,NA,N,NA,NA,NA,NA,NA
066255522,HARRIS CORPORATION EMPLOYEE BENEFIT TRUST,NA,2012,NA,N,NA,NA,NA,NA,NA
066398458,NUSCO NON-UNION RET HEALTH-COMB,NA,2010,NA,N,NA,NA,NA,NA,NA
066398458,NUSCO NON-UNION RET HEALTH-COMB,NA,2011,NA,N,NA,NA,NA,NA,NA
066398458,NUSCO NON-UNION RET HEALTH-COMB,NA,2012,NA,N,NA,NA,NA,NA,NA
066398458,NUSCO NON-UNION RET HEALTH-COMBINED,NA,2008,NA,N,NA,NA,NA,NA,NA
066398458,NUSCO NON-UNION RET HEALTH-COMBINED,NA,2009,NA,N,NA,NA,NA,NA,NA
066398459,CONNECTICUT YANKEE ATOMATIC POWER COMPANY EMPLOYEE WELFARE T,NA,2012,NA,N,NA,NA,NA,NA,NA
066435748,YALE NEW HAVEN HEALTH SERVICES CORP VEBA,NA,2008,NA,N,NA,NA,NA,NA,NA
066435748,YALE NEW HAVEN HEALTH SERVICES CORP VEBA,NA,2009,NA,N,NA,NA,NA,NA,NA
066435748,YALE-NEW HAVEN HEALTH SERVICES CORP VEBA,NA,2010,NA,N,NA,NA,NA,NA,NA
066435748,YALE-NEW HAVEN HEALTH SERVICES CORP VEBA,NA,2011,NA,N,NA,NA,NA,NA,NA
066435748,YALE-NEW HAVEN HEALTH SERVICES CORP VEBA,NA,2012,NA,N,NA,NA,NA,NA,NA
066494719,VEBA TR AGREEMENT BETWEEN GENERAL DYNAMICS CORP &NORTH TR CO,NA,2008,NA,N,NA,NA,NA,NA,NA
066494719,VEBA TRUST AGREEMENT BTWN GENERAL,NA,2009,DYNAMICS CO & THE NORTHERN TRUST CO,N,NA,NA,NA,NA,NA
066494719,VEBA TRUST AGREEMENT BTWN GENERAL DYNAMICS CORP & THE NORTHE,NA,2010,NA,N,NA,NA,NA,NA,NA
066494719,VEBA TRUST AGREEMENT BTWN GENERAL DYNAMICS CORP & THE NORTHE,NA,2011,NA,N,NA,NA,NA,NA,NA
066494719,VEBA TRUST AGREEMENT BTWN GENERAL DYNAMICS CORP & THE NORTHE,NA,2012,NA,N,NA,NA,NA,NA,NA
066528674,Agere Systems Inc Post Retirement Life Insurance Benefit Tru,NA,2009,NA,N,NA,NA,NA,NA,NA
066528674,AGERE SYSTEMS INC POST RETIREMENT LIFE INSURANCE BENEFIT TRU,NA,2010,NA,N,NA,NA,NA,NA,NA
066528674,AGERE SYSTEMS INC POST RETIREMENT LIFE INSURANCE BENEFIT TRU,NA,2011,NA,N,NA,NA,NA,NA,NA
066528674,AGERE SYSTEMS INC POSTRETIREMENT LIFE INSURANCE BENEFIT TRUS,NA,2008,NA,N,NA,NA,NA,NA,NA
066537839,GREYSTONE POWER CORP VEBA TR,NA,2008,NA,N,NA,NA,NA,NA,NA
066537839,GREYSTONE POWER CORP VEBA TRUST,NA,2009,NA,N,NA,NA,NA,NA,NA
066537839,GREYSTONE POWER CORPORATION VEBA TRUST,NA,2010,NA,N,NA,NA,NA,NA,NA
066537839,GREYSTONE POWER CORPORATION VEBA TRUST,NA,2011,NA,N,NA,NA,NA,NA,NA
066537839,GREYSTONE POWER CORPORATION VEBA TRUST,NA,2012,NA,N,NA,NA,NA,NA,NA
100001927,AT&T CORP MGMT & MONREP EMPLOYEES POSTRETIREMENT WELFARE BEN,NA,2008,NA,N,NA,NA,NA,NA,NA
100001927,AT&T CORP MGMT & NONREP EMP POSTRETIREMENT WELFARE BENEFIT T,NA,2012,NA,N,NA,NA,NA,NA,NA
100001927,AT&T CORP MGMT & NONREP EMPLOYEES POSTRETIREMENT WELFARE BEN,NA,2009,NA,N,NA,NA,NA,NA,NA
100001927,AT&T CORP MGMT & NONREP EMPLOYEES POSTRETIREMENT WELFARE BEN,NA,2010,NA,N,NA,NA,NA,NA,NA
100001927,AT&T CORP MGMT & NONREP EMPLOYEES POSTRETIREMENT WELFARE BEN,NA,2011,NA,N,NA,NA,NA,NA,NA
110571670,BRIDGEHAMPTON CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
110571670,BRIDGEHAMPTON CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
110571670,BRIDGEHAMPTON CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
110571670,BRIDGEHAMPTON CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
110571670,BRIDGEHAMPTON CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
110578480,GREATER NEW YORK AUTOMOBILE DEALERS ASSOCIATION INC,NA,2008,NA,N,NA,NA,NA,NA,NA
110578480,GREATER NEW YORK AUTOMOBILE DEALERS ASSOCIATION INC,NA,2009,NA,N,NA,NA,NA,NA,NA
110578480,GREATER NEW YORK AUTOMOBILE DEALERS ASSOCIATION INC,NA,2010,NA,N,NA,NA,NA,NA,NA
110578480,GREATER NEW YORK AUTOMOBILE DEALERS ASSOCIATION INC,NA,2011,NA,N,NA,NA,NA,NA,NA
110578480,GREATER NEW YORK AUTOMOBILE DEALERS ASSOCIATION INC,NA,2012,NA,N,NA,NA,NA,NA,NA
110621590,CHERRY VALLEY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
110621590,CHERRY VALLEY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
110621590,CHERRY VALLEY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
110621590,CHERRY VALLEY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
110621590,CHERRY VALLEY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
110774640,FRESH MEADOW COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
110774640,FRESH MEADOW COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
110774640,FRESH MEADOW COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
110774640,FRESH MEADOW COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
110774640,FRESH MEADOW COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
110787820,GARDEN CITY GOLF CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
110787820,THE GARDEN CITY GOLF CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
110787820,THE GARDEN CITY GOLF CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
110787820,THE GARDEN CITY GOLF CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
110787820,THE GARDEN CITY GOLF CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
110804490,GLEN OAKS CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
110804490,GLEN OAKS CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
110804490,GLEN OAKS CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
110804490,GLEN OAKS CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
110804490,GLEN OAKS CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
110871370,HEMPSTEAD GOLF CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
110871370,HEMPSTEAD GOLF CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
110871370,HEMPSTEAD GOLF CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
110871370,HEMPSTEAD GOLF CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
110871370,HEMPSTEAD GOLF CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
110899770,HUNTINGTON COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
110899770,HUNTINGTON COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
110899770,HUNTINGTON COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
110899770,HUNTINGTON COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
110899778,HUNTINGTON CRESCENT CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
110899778,HUNTINGTON CRESCENT CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
110899778,HUNTINGTON CRESCENT CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
110899778,HUNTINGTON CRESCENT CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
110899778,HUNTINGTON CRESCENT CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
110907905,INT'L ASSOC OF BRIDGESTRUCTURAL & ORNAMENTAL IRON WORKERS LO,NA,2009,NA,N,NA,NA,NA,NA,NA
110907905,INT'L ASSOC OF BRIDGESTRUCTURAL & ORNAMENTAL IRON WORKERS LO,NA,2010,NA,N,NA,NA,NA,NA,NA
110907905,INT'L ASSOC OF BRIDGESTRUCTURAL & ORNAMENTAL IRON WORKERS LO,NA,2011,NA,N,NA,NA,NA,NA,NA
110907905,INT'L ASSOC OF BRIDGESTRUCTURAL & ORNAMENTAL IRON WORKERS LO,NA,2012,NA,N,NA,NA,NA,NA,NA
110907905,INTL ASSN OF BRIDGE STRUCTURAL & ORNAMENTAL IRONWO 361,NA,2008,NA,N,NA,NA,NA,NA,NA
110907965,I B E W LOCAL UNION 25,NA,2010,NA,N,64,NA,NA,NA,NA
110907965,I B E W LOCAL UNION 25,NA,2011,NA,N,64,NA,NA,NA,NA
110907965,I B E W LOCAL UNION 25,NA,2012,NA,N,64,NA,NA,NA,NA
110907965,IBEW LOCAL UNION 25,NA,2008,NA,N,64,NA,NA,NA,NA
110907965,IBEW LOCAL UNION 25,NA,2009,NA,N,NA,NA,NA,NA,NA
110908115,LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1298,NA,2008,NA,N,NA,NA,NA,NA,NA
110908115,LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1298,NA,2009,NA,N,NA,NA,NA,NA,NA
110908115,LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1298,NA,2011,NA,N,NA,NA,NA,NA,NA
110908115,LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 1298,NA,2012,NA,N,NA,NA,NA,NA,NA
110908748,INWOOD COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
110908748,INWOOD COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
110908748,INWOOD COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
110908748,INWOOD COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
111020780,LONG ISLAND BOARD OF REALITORS,NA,2010,NA,N,NA,NA,NA,NA,NA
111020780,LONG ISLAND BOARD OF REALTORS,NA,2011,NA,N,NA,NA,NA,NA,NA
111020780,LONG ISLAND BOARD OF REALTORS,NA,2012,NA,N,NA,NA,NA,NA,NA
111020780,LONG ISLAND BOARD OF REALTORS INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111020780,LONG ISLAND BOARD OF REALTORS INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111036940,MAIDSTONE CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111036940,MAIDSTONE CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111036940,MAIDSTONE CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
111036940,MAIDSTONE CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
111036940,MAIDSTONE CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
111068130,THE MEADOW CLUB OF SOUTHAMPTON,NA,2008,NA,N,NA,NA,NA,NA,NA
111068130,THE MEADOW CLUB OF SOUTHAMPTON,NA,2009,NA,N,NA,NA,NA,NA,NA
111068130,THE MEADOW CLUB OF SOUTHAMPTON,NA,2010,NA,N,NA,NA,NA,NA,NA
111068130,THE MEADOW CLUB OF SOUTHAMPTON,NA,2011,NA,N,NA,NA,NA,NA,NA
111068130,THE MEADOW CLUB OF SOUTHAMPTON,NA,2012,NA,N,NA,NA,NA,NA,NA
111113880,NASSAU COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
111113880,NASSAU COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
111113880,NASSAU COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
111113880,NASSAU COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
111122750,GARDEN CITY COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111122750,GARDEN CITY COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111122750,GARDEN CITY COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
111122750,GARDEN CITY COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
111122750,GARDEN CITY COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
111139660,NORTH HEMPSTEAD COUNTRY CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
111139660,NORTH HEMPSTEAD COUNTRY CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
111139660,NORTH HEMPSTEAD COUNTRY CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
111139660,NORTH HEMPSTEAD COUNTRY CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
111139660,NORTH HEMPSTEAD COUNTRY CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
111140270,NORTH SHORE COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111154156,UNITED PIANO WORKERS LOCAL 102 IUE/CWA,NA,2010,NA,N,1102,NA,NA,NA,NA
111154156,United Piano Workers Local 102 IUECWA,NA,2011,NA,N,NA,NA,NA,NA,NA
111154156,United Piano Workers Local 102 IUECWA,NA,2012,NA,N,NA,NA,NA,NA,NA
111187480,PHIPPS HOUSES,NA,2008,NA,N,NA,NA,NA,NA,NA
111187480,PHIPPS HOUSES,NA,2009,NA,N,NA,NA,NA,NA,NA
111187480,PHIPPS HOUSES,NA,2010,NA,N,NA,NA,NA,NA,NA
111187480,PHIPPS HOUSES,NA,2011,NA,N,NA,NA,NA,NA,NA
111187480,PHIPPS HOUSES,NA,2012,NA,N,NA,NA,NA,NA,NA
111191180,PIPING ROCK CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
111191180,PIPING ROCK CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
111191180,PIPING ROCK CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
111191180,PIPING ROCK CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
111191180,PIPING ROCK CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
111310150,SEAWANHAKA CORINTHIAN YACHT CLUB,NA,2008,NA,N,NA,NA,NA,NA,NA
111310150,SEAWANHAKA CORINTHIAN YACHT CLUB,NA,2009,NA,N,NA,NA,NA,NA,NA
111310150,SEAWANHAKA CORINTHIAN YACHT CLUB,NA,2010,NA,N,NA,NA,NA,NA,NA
111310150,SEAWANHAKA CORINTHIAN YACHT CLUB,NA,2011,NA,N,NA,NA,NA,NA,NA
111310150,SEAWANHAKA CORINTHIAN YACHT CLUB,NA,2012,NA,N,NA,NA,NA,NA,NA
111349700,SOUTHWARD HO COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111349700,SOUTHWARD HO COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111349700,SOUTHWARD HO COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
111349700,SOUTHWARD HO COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
111349700,SOUTHWARD HO COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
111354670,service employees international 177 special officers & guard,NA,2009,NA,N,647,NA,NA,NA,NA
111354670,SERVICE EMPLOYEES INTERNATIONAL 177 SPECIAL OFFICERS & GUARD,NA,2010,NA,N,647,NA,NA,NA,NA
111354670,SERVICE EMPLOYEES INTERNATIONAL 177 SPECIAL OFFICERS & GUARD,NA,2011,NA,N,NA,NA,NA,NA,NA
111354670,SERVICE EMPLOYEES INTERNATIONAL 177 SPECIAL OFFICERS & GUARD,NA,2012,NA,N,NA,NA,NA,NA,NA
111486950,THE WOODMERE CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
111486950,WOODMERE CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111486950,WOODMERE CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
111488600,Workmen's Benefit Fund of the Usa,NA,2008,NA,N,NA,NA,NA,NA,NA
111488600,Workmen's Benefit Fund of the Usa,NA,2009,NA,N,NA,NA,NA,NA,NA
111488600,WORKMEN'S BENEFIT FUND OF THE USA,NA,2010,NA,N,NA,NA,NA,NA,NA
111488600,WORKMEN'S BENEFIT FUND OF THE USA,NA,2011,NA,N,NA,NA,NA,NA,NA
111488600,WORKMEN'S BENEFIT FUND OF THE USA,NA,2012,NA,N,NA,NA,NA,NA,NA
111504189,MIDGET SQUADRON OF JAMAICA BAY,NA,2008,NA,N,NA,NA,NA,NA,NA
111504189,MIDGET SQUADRON OF JAMAICA BAY,NA,2012,NA,N,NA,NA,NA,NA,NA
111505343,WESTHAMPTON COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111505343,WESTHAMPTON COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111505343,WESTHAMPTON COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
111505343,WESTHAMPTON COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
111505343,WESTHAMPTON COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
111538293,PLUMBERS LOCAL UNION NO 1 WELFARE FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
111538293,PLUMBERS LOCAL UNION NO 1 WELFARE FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
111538293,PLUMBERS LOCAL UNION NO 1 WELFARE FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
111538293,PLUMBERS LOCAL UNION NO 1 WELFARE FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
111538293,PLUMBERS LOCAL UNION NO 1 WELFARE FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
111554402,AMALGAMATED TRANSIT UNION LOCAL 1181-1061,NA,2009,NA,N,NA,NA,NA,NA,NA
111554402,AMALGAMATED TRANSIT UNION LOCAL 1181-1061,NA,2010,NA,N,NA,NA,NA,NA,NA
111554402,AMALGAMATED TRANSIT UNION LOCAL 1181-1061,NA,2011,NA,N,NA,NA,NA,NA,NA
111554402,AMALGAMATED TRANSIT UNION LOCAL 1181-1061,NA,2012,NA,N,NA,NA,NA,NA,NA
111554402,AMALGAMATED TRANSIT UNION LOCAL UNION 1181-1061,NA,2008,NA,N,NA,NA,NA,NA,NA
111562881,COLD SPRING COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111562881,COLD SPRING COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111562881,COLD SPRING COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
111562881,COLD SPRING COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
111562881,COLD SPRING COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
111569376,GLEN HEAD COUNTRY CLUB INC,NA,2008,NA,N,NA,NA,NA,NA,NA
111569376,GLEN HEAD COUNTRY CLUB INC,NA,2009,NA,N,NA,NA,NA,NA,NA
111569376,GLEN HEAD COUNTRY CLUB INC,NA,2010,NA,N,NA,NA,NA,NA,NA
111569376,GLEN HEAD COUNTRY CLUB INC,NA,2011,NA,N,NA,NA,NA,NA,NA
111569376,GLEN HEAD COUNTRY CLUB INC,NA,2012,NA,N,NA,NA,NA,NA,NA
111582767,EMPIRE STATE CARPENTERS WELFARE FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
111582767,EMPIRE STATE CARPENTERS WELFARE FUND,NA,2009,NA,N,NA,NA,NA,NA,NA
111582767,EMPIRE STATE CARPENTERS WELFARE FUND,NA,2010,NA,N,NA,NA,NA,NA,NA
111582767,EMPIRE STATE CARPENTERS WELFARE FUND,NA,2011,NA,N,NA,NA,NA,NA,NA
111582767,EMPIRE STATE CARPENTERS WELFARE FUND,NA,2012,NA,N,NA,NA,NA,NA,NA
111586595,LOCAL 1205 WELFARE FUND,NA,2008,NA,N,NA,NA,NA,NA,NA
